thedate,num,name
2020-04-06,181,Milton Keynes
2020-04-06,180,North Tyneside
2020-04-06,180,Gateshead
2020-04-06,170,Bolton
2020-04-06,169,Kingston upon Thames
2020-04-06,167,Luton
2020-04-06,167,Rochdale
2020-04-06,167,Knowsley
2020-04-06,162,Tameside
2020-04-06,162,Wakefield
2020-04-06,161,East Sussex
2020-04-06,155,Slough
2020-04-06,154,Wiltshire
2020-04-06,153,Medway
2020-04-06,151,Middlesbrough
2020-04-06,149,Southampton
2020-04-06,144,Central Bedfordshire
2020-04-06,144,Doncaster
2020-04-06,143,Shropshire
2020-04-06,139,South Gloucestershire
2020-04-06,138,Warrington
2020-04-06,138,Bury
2020-04-06,126,Dorset
2020-04-06,120,Thurrock
2020-04-06,118,Southend on Sea
2020-04-06,117,Stockton on Tees
2020-04-06,115,Stoke on Trent
2020-04-06,115,"Bournemouth, Christchurch and Poole"
2020-04-06,114,Wokingham
2020-04-06,114,Somerset
2020-04-06,111,Reading
2020-04-06,110,Bedford
2020-04-06,105,Windsor and Maidenhead
2020-04-06,104,Portsmouth
2020-04-06,102,Plymouth
2020-04-06,100,Redcar and Cleveland
2020-04-06,98,South Tyneside
2020-04-06,96,East Riding of Yorkshire
2020-04-06,95,Halton
2020-04-06,94,Calderdale
2020-04-06,92,West Berkshire
2020-04-06,85,Brighton and Hove
2020-04-06,82,North Somerset
2020-04-06,75,York
2020-04-06,74,Swindon
2020-04-06,73,Telford and Wrekin
2020-04-06,72,Blackpool
2020-04-06,71,Blackburn with Darwen
2020-04-06,69,Bracknell Forest
2020-04-06,66,"Herefordshire, County of"
2020-04-06,66,Bath and North East Somerset
2020-04-06,62,North Lincolnshire
2020-04-06,61,Peterborough
2020-04-06,57,Torbay
2020-04-06,52,Darlington
2020-04-06,49,North East Lincolnshire
2020-04-06,38,"Kingston upon Hull, City of"
2020-04-06,33,Hartlepool
2020-04-06,32,Isle of Wight
2020-04-06,6,Rutland
2020-04-07,1372,Birmingham
2020-04-07,1017,Surrey
2020-04-07,989,Hampshire
2020-04-07,938,Essex
2020-04-07,933,Hertfordshire
2020-04-07,923,Kent
2020-04-07,923,Lancashire
2020-04-07,883,Sheffield
2020-04-07,819,Brent
2020-04-07,804,Cumbria
2020-04-07,717,Barnet
2020-04-07,710,Southwark
2020-04-07,698,Lambeth
2020-04-07,689,Croydon
2020-04-07,597,Staffordshire
2020-04-07,557,Wandsworth
2020-04-07,552,Liverpool
2020-04-07,547,Bromley
2020-04-07,535,Newham
2020-04-07,533,Ealing
2020-04-07,516,Lewisham
2020-04-07,501,Derbyshire
2020-04-07,501,Oxfordshire
2020-04-07,500,Harrow
2020-04-07,473,Northamptonshire
2020-04-07,469,Nottinghamshire
2020-04-07,419,Worcestershire
2020-04-07,400,Warwickshire
2020-04-07,398,Westminster
2020-04-07,393,Waltham Forest
2020-04-07,386,Walsall
2020-04-07,370,Enfield
2020-04-07,367,Newcastle upon Tyne
2020-04-07,366,Hillingdon
2020-04-07,365,Hackney and City of London
2020-04-07,364,Gloucestershire
2020-04-07,363,Sandwell
2020-04-07,361,Manchester
2020-04-07,361,Hounslow
2020-04-07,361,Tower Hamlets
2020-04-07,358,Merton
2020-04-07,341,Norfolk
2020-04-07,340,Leeds
2020-04-07,339,Leicestershire
2020-04-07,337,Greenwich
2020-04-07,335,Wolverhampton
2020-04-07,329,Buckinghamshire
2020-04-07,321,Camden
2020-04-07,319,Redbridge
2020-04-07,309,Dudley
2020-04-07,308,Haringey
2020-04-07,303,County Durham
2020-04-07,289,Sefton
2020-04-07,287,Sutton
2020-04-07,286,Hammersmith and Fulham
2020-04-07,285,Sunderland
2020-04-07,285,North Yorkshire
2020-04-07,278,Kensington and Chelsea
2020-04-07,277,Coventry
2020-04-07,277,Lincolnshire
2020-04-07,274,Bexley
2020-04-07,273,Havering
2020-04-07,270,Stockport
2020-04-07,268,Islington
2020-04-07,266,West Sussex
2020-04-07,263,Derby
2020-04-07,263,Suffolk
2020-04-07,262,Wirral
2020-04-07,259,Salford
2020-04-07,241,Solihull
2020-04-07,240,Trafford
2020-04-07,239,St Helens
2020-04-07,237,Cambridgeshire
2020-04-07,236,Devon
2020-04-07,232,Oldham
2020-04-07,227,Cheshire West and Chester
2020-04-07,223,Rotherham
2020-04-07,222,Bradford
2020-04-07,222,Barking and Dagenham
2020-04-07,216,Barnsley
2020-04-07,213,Richmond upon Thames
2020-04-07,211,Leicester
2020-04-07,211,"Bristol, City of"
2020-04-07,211,Northumberland
2020-04-07,209,Cheshire East
2020-04-07,204,Nottingham
2020-04-07,203,Kirklees
2020-04-07,199,Kingston upon Thames
2020-04-07,198,Cornwall and Isles of Scilly
2020-04-07,197,Wigan
2020-04-07,196,Medway
2020-04-07,195,Luton
2020-04-07,188,Gateshead
2020-04-07,186,Milton Keynes
2020-04-07,186,Rochdale
2020-04-07,185,Bolton
2020-04-07,183,North Tyneside
2020-04-07,182,Tameside
2020-04-07,181,Southampton
2020-04-07,181,East Sussex
2020-04-07,177,Wakefield
2020-04-07,169,Middlesbrough
2020-04-07,169,Knowsley
2020-04-07,167,Slough
2020-04-07,164,Central Bedfordshire
2020-04-07,162,Warrington
2020-04-07,157,Shropshire
2020-04-07,156,Wiltshire
2020-04-07,151,Bury
2020-04-07,144,Doncaster
2020-04-07,139,South Gloucestershire
2020-04-07,136,Southend on Sea
2020-04-07,129,Wokingham
2020-04-07,128,Reading
2020-04-07,126,Dorset
2020-04-07,125,Thurrock
2020-04-07,123,Stockton on Tees
2020-04-07,120,Bedford
2020-04-07,117,Stoke on Trent
2020-04-07,116,Windsor and Maidenhead
2020-04-07,116,"Bournemouth, Christchurch and Poole"
2020-04-07,115,Portsmouth
2020-04-07,114,Somerset
2020-04-07,112,Redcar and Cleveland
2020-04-07,107,Halton
2020-04-07,107,West Berkshire
2020-04-07,102,Plymouth
2020-04-07,101,South Tyneside
2020-04-07,97,East Riding of Yorkshire
2020-04-07,94,Calderdale
2020-04-07,86,Blackburn with Darwen
2020-04-07,86,Brighton and Hove
2020-04-07,85,Blackpool
2020-04-07,82,North Somerset
2020-04-07,79,Telford and Wrekin
2020-04-07,79,Bracknell Forest
2020-04-07,75,York
2020-04-07,75,Swindon
2020-04-07,70,"Herefordshire, County of"
2020-04-07,67,Bath and North East Somerset
2020-04-07,62,North Lincolnshire
2020-04-07,62,Peterborough
2020-04-07,57,Torbay
2020-04-07,55,Darlington
2020-04-07,49,North East Lincolnshire
2020-04-07,38,"Kingston upon Hull, City of"
2020-04-07,36,Hartlepool
2020-04-07,36,Isle of Wight
2020-04-07,6,Rutland
2020-04-08,1462,Birmingham
2020-04-08,1241,Hampshire
2020-04-08,1081,Essex
2020-04-08,1059,Surrey
2020-04-08,1033,Kent
2020-04-08,1032,Hertfordshire
2020-04-08,1026,Lancashire
2020-04-08,940,Sheffield
2020-04-08,864,Cumbria
2020-04-08,853,Brent
2020-04-08,763,Croydon
2020-04-08,755,Southwark
2020-04-08,752,Barnet
2020-04-08,731,Lambeth
2020-04-08,673,Staffordshire
2020-04-08,608,Newham
2020-04-08,592,Wandsworth
2020-04-08,587,Liverpool
2020-04-08,583,Bromley
2020-04-08,555,Derbyshire
2020-04-08,554,Lewisham
2020-04-08,553,Ealing
2020-04-08,536,Northamptonshire
2020-04-08,533,Oxfordshire
2020-04-08,530,Harrow
2020-04-08,509,Nottinghamshire
2020-04-08,443,Waltham Forest
2020-04-08,439,Warwickshire
2020-04-08,439,Worcestershire
2020-04-08,432,Newcastle upon Tyne
2020-04-08,421,Walsall
2020-04-08,420,Westminster
2020-04-08,412,Hackney and City of London
2020-04-08,410,County Durham
2020-04-08,406,Tower Hamlets
2020-04-08,402,Gloucestershire
2020-04-08,399,Sandwell
2020-04-08,395,Manchester
2020-04-08,392,Enfield
2020-04-08,389,Leeds
2020-04-08,389,Hillingdon
2020-04-08,386,Merton
2020-04-08,386,Leicestershire
2020-04-08,386,Norfolk
2020-04-08,380,Hounslow
2020-04-08,378,Greenwich
2020-04-08,366,Redbridge
2020-04-08,354,Wolverhampton
2020-04-08,343,Sunderland
2020-04-08,343,Camden
2020-04-08,342,Buckinghamshire
2020-04-08,341,Dudley
2020-04-08,328,North Yorkshire
2020-04-08,324,Haringey
2020-04-08,320,West Sussex
2020-04-08,319,Lincolnshire
2020-04-08,306,Sefton
2020-04-08,303,Bexley
2020-04-08,302,Suffolk
2020-04-08,300,Derby
2020-04-08,299,Havering
2020-04-08,299,Sutton
2020-04-08,298,Stockport
2020-04-08,295,Coventry
2020-04-08,295,Hammersmith and Fulham
2020-04-08,288,Wirral
2020-04-08,286,Kensington and Chelsea
2020-04-08,278,Cambridgeshire
2020-04-08,276,Islington
2020-04-08,273,Salford
2020-04-08,272,Northumberland
2020-04-08,269,St Helens
2020-04-08,261,Cheshire West and Chester
2020-04-08,259,Solihull
2020-04-08,258,Bradford
2020-04-08,257,Trafford
2020-04-08,250,Leicester
2020-04-08,250,Devon
2020-04-08,249,Barking and Dagenham
2020-04-08,248,Oldham
2020-04-08,242,North Tyneside
2020-04-08,240,Rotherham
2020-04-08,238,Barnsley
2020-04-08,235,Kirklees
2020-04-08,234,"Bristol, City of"
2020-04-08,232,Nottingham
2020-04-08,232,Medway
2020-04-08,230,Gateshead
2020-04-08,229,East Sussex
2020-04-08,226,Cheshire East
2020-04-08,224,Cornwall and Isles of Scilly
2020-04-08,223,Richmond upon Thames
2020-04-08,212,Kingston upon Thames
2020-04-08,209,Wigan
2020-04-08,205,Luton
2020-04-08,204,Bolton
2020-04-08,200,Wakefield
2020-04-08,198,Knowsley
2020-04-08,196,Middlesbrough
2020-04-08,195,Milton Keynes
2020-04-08,195,Rochdale
2020-04-08,191,Southampton
2020-04-08,191,Tameside
2020-04-08,182,Warrington
2020-04-08,180,Wiltshire
2020-04-08,174,Shropshire
2020-04-08,173,Central Bedfordshire
2020-04-08,169,Slough
2020-04-08,168,Doncaster
2020-04-08,166,Bury
2020-04-08,156,Southend on Sea
2020-04-08,155,South Gloucestershire
2020-04-08,153,Brighton and Hove
2020-04-08,143,Stockton on Tees
2020-04-08,136,Dorset
2020-04-08,135,Bedford
2020-04-08,135,Somerset
2020-04-08,134,Thurrock
2020-04-08,130,Stoke on Trent
2020-04-08,130,Portsmouth
2020-04-08,129,Reading
2020-04-08,129,Wokingham
2020-04-08,127,Halton
2020-04-08,127,"Bournemouth, Christchurch and Poole"
2020-04-08,123,East Riding of Yorkshire
2020-04-08,121,West Berkshire
2020-04-08,119,Redcar and Cleveland
2020-04-08,118,South Tyneside
2020-04-08,117,Windsor and Maidenhead
2020-04-08,110,Plymouth
2020-04-08,110,Calderdale
2020-04-08,96,Telford and Wrekin
2020-04-08,94,Blackpool
2020-04-08,92,Blackburn with Darwen
2020-04-08,91,North Somerset
2020-04-08,88,Swindon
2020-04-08,87,York
2020-04-08,81,"Herefordshire, County of"
2020-04-08,80,Peterborough
2020-04-08,79,Bracknell Forest
2020-04-08,77,Darlington
2020-04-08,77,Bath and North East Somerset
2020-04-08,66,North Lincolnshire
2020-04-08,64,Torbay
2020-04-08,58,"Kingston upon Hull, City of"
2020-04-08,50,North East Lincolnshire
2020-04-08,49,Hartlepool
2020-04-08,38,Isle of Wight
2020-04-08,8,Rutland
2020-04-09,1524,Birmingham
2020-04-09,1317,Hampshire
2020-04-09,1175,Surrey
2020-04-09,1139,Essex
2020-04-09,1111,Lancashire
2020-04-09,1105,Kent
2020-04-09,1090,Hertfordshire
2020-04-09,1020,Sheffield
2020-04-09,936,Cumbria
2020-04-09,880,Brent
2020-04-09,813,Croydon
2020-04-09,794,Southwark
2020-04-09,788,Barnet
2020-04-09,766,Lambeth
2020-04-09,701,Staffordshire
2020-04-09,642,Newham
2020-04-09,634,Liverpool
2020-04-09,625,Wandsworth
2020-04-09,620,Bromley
2020-04-09,617,Lewisham
2020-04-09,589,Ealing
2020-04-09,583,Oxfordshire
2020-04-09,575,Derbyshire
2020-04-09,549,Harrow
2020-04-09,547,Northamptonshire
2020-04-09,536,Nottinghamshire
2020-04-09,471,Worcestershire
2020-04-09,464,Newcastle upon Tyne
2020-04-09,463,Waltham Forest
2020-04-09,458,Warwickshire
2020-04-09,454,Manchester
2020-04-09,450,County Durham
2020-04-09,444,Hackney and City of London
2020-04-09,438,Norfolk
2020-04-09,437,Leeds
2020-04-09,436,Walsall
2020-04-09,435,Sandwell
2020-04-09,433,Leicestershire
2020-04-09,429,Gloucestershire
2020-04-09,428,Tower Hamlets
2020-04-09,428,Westminster
2020-04-09,417,Merton
2020-04-09,414,Enfield
2020-04-09,410,Greenwich
2020-04-09,410,Hillingdon
2020-04-09,400,Redbridge
2020-04-09,396,Hounslow
2020-04-09,368,Wolverhampton
2020-04-09,364,Buckinghamshire
2020-04-09,363,Lincolnshire
2020-04-09,358,Dudley
2020-04-09,356,Camden
2020-04-09,353,Wirral
2020-04-09,352,North Yorkshire
2020-04-09,351,Sefton
2020-04-09,349,Sunderland
2020-04-09,343,Bexley
2020-04-09,342,Havering
2020-04-09,338,Stockport
2020-04-09,333,Haringey
2020-04-09,330,West Sussex
2020-04-09,324,Sutton
2020-04-09,314,Suffolk
2020-04-09,313,Hammersmith and Fulham
2020-04-09,306,St Helens
2020-04-09,303,Derby
2020-04-09,301,Kensington and Chelsea
2020-04-09,299,Coventry
2020-04-09,298,Northumberland
2020-04-09,294,Devon
2020-04-09,290,Cambridgeshire
2020-04-09,289,Cheshire West and Chester
2020-04-09,287,Leicester
2020-04-09,285,Salford
2020-04-09,279,Islington
2020-04-09,279,East Sussex
2020-04-09,278,Bradford
2020-04-09,272,Trafford
2020-04-09,269,Barking and Dagenham
2020-04-09,268,Solihull
2020-04-09,267,Oldham
2020-04-09,262,Rotherham
2020-04-09,262,North Tyneside
2020-04-09,261,Nottingham
2020-04-09,257,Cheshire East
2020-04-09,255,Kirklees
2020-04-09,248,Barnsley
2020-04-09,246,Cornwall and Isles of Scilly
2020-04-09,245,"Bristol, City of"
2020-04-09,240,Gateshead
2020-04-09,236,Medway
2020-04-09,235,Richmond upon Thames
2020-04-09,229,Wakefield
2020-04-09,229,Kingston upon Thames
2020-04-09,227,Knowsley
2020-04-09,223,Bolton
2020-04-09,223,Wigan
2020-04-09,221,Milton Keynes
2020-04-09,218,Luton
2020-04-09,217,Tameside
2020-04-09,213,Middlesbrough
2020-04-09,211,Warrington
2020-04-09,209,Rochdale
2020-04-09,195,Wiltshire
2020-04-09,194,Slough
2020-04-09,192,Southampton
2020-04-09,190,Central Bedfordshire
2020-04-09,184,Shropshire
2020-04-09,177,Bury
2020-04-09,170,Doncaster
2020-04-09,165,South Gloucestershire
2020-04-09,165,Brighton and Hove
2020-04-09,160,Southend on Sea
2020-04-09,152,Stockton on Tees
2020-04-09,152,Somerset
2020-04-09,150,East Riding of Yorkshire
2020-04-09,148,Halton
2020-04-09,145,Thurrock
2020-04-09,142,Wokingham
2020-04-09,142,Dorset
2020-04-09,141,Reading
2020-04-09,139,Bedford
2020-04-09,136,Stoke on Trent
2020-04-09,136,Portsmouth
2020-04-09,131,West Berkshire
2020-04-09,131,"Bournemouth, Christchurch and Poole"
2020-04-09,128,Redcar and Cleveland
2020-04-09,126,Windsor and Maidenhead
2020-04-09,120,South Tyneside
2020-04-09,119,Calderdale
2020-04-09,112,Plymouth
2020-04-09,111,Swindon
2020-04-09,102,Telford and Wrekin
2020-04-09,101,York
2020-04-09,98,Blackpool
2020-04-09,96,North Somerset
2020-04-09,95,Darlington
2020-04-09,95,Blackburn with Darwen
2020-04-09,90,Bracknell Forest
2020-04-09,85,Peterborough
2020-04-09,84,"Herefordshire, County of"
2020-04-09,84,Bath and North East Somerset
2020-04-09,74,"Kingston upon Hull, City of"
2020-04-09,71,North Lincolnshire
2020-04-09,66,Torbay
2020-04-09,58,North East Lincolnshire
2020-04-09,55,Hartlepool
2020-04-09,41,Isle of Wight
2020-04-09,8,Rutland
2020-04-10,1604,Birmingham
2020-04-10,1416,Hampshire
2020-04-10,1252,Kent
2020-04-10,1238,Surrey
2020-04-10,1232,Essex
2020-04-10,1226,Lancashire
2020-04-10,1179,Hertfordshire
2020-04-10,1095,Sheffield
2020-04-10,1023,Cumbria
2020-04-10,912,Brent
2020-04-10,853,Croydon
2020-04-10,837,Barnet
2020-04-10,826,Southwark
2020-04-10,794,Lambeth
2020-04-10,760,Staffordshire
2020-04-10,702,Liverpool
2020-04-10,684,Newham
2020-04-10,658,Bromley
2020-04-10,653,Oxfordshire
2020-04-10,650,Wandsworth
2020-04-10,644,Lewisham
2020-04-10,626,Northamptonshire
2020-04-10,624,Ealing
2020-04-10,603,Derbyshire
2020-04-10,574,Harrow
2020-04-10,566,Nottinghamshire
2020-04-10,513,Warwickshire
2020-04-10,512,Manchester
2020-04-10,508,Worcestershire
2020-04-10,504,Leeds
2020-04-10,496,Gloucestershire
2020-04-10,493,Newcastle upon Tyne
2020-04-10,486,Norfolk
2020-04-10,482,County Durham
2020-04-10,478,Waltham Forest
2020-04-10,470,Hackney and City of London
2020-04-10,461,Walsall
2020-04-10,449,Leicestershire
2020-04-10,448,Sandwell
2020-04-10,448,Tower Hamlets
2020-04-10,444,Westminster
2020-04-10,440,Merton
2020-04-10,436,Redbridge
2020-04-10,434,Enfield
2020-04-10,434,Hillingdon
2020-04-10,432,Greenwich
2020-04-10,416,Hounslow
2020-04-10,392,Lincolnshire
2020-04-10,391,Buckinghamshire
2020-04-10,390,North Yorkshire
2020-04-10,388,Wolverhampton
2020-04-10,387,Sefton
2020-04-10,385,Wirral
2020-04-10,379,Dudley
2020-04-10,374,Bexley
2020-04-10,373,Camden
2020-04-10,372,Havering
2020-04-10,368,Stockport
2020-04-10,363,West Sussex
2020-04-10,360,Suffolk
2020-04-10,354,Sunderland
2020-04-10,349,Haringey
2020-04-10,349,Sutton
2020-04-10,335,Coventry
2020-04-10,332,Hammersmith and Fulham
2020-04-10,331,Northumberland
2020-04-10,331,Bradford
2020-04-10,329,St Helens
2020-04-10,320,Cambridgeshire
2020-04-10,314,Kensington and Chelsea
2020-04-10,313,Derby
2020-04-10,312,Devon
2020-04-10,311,Cheshire West and Chester
2020-04-10,310,Salford
2020-04-10,305,Leicester
2020-04-10,301,East Sussex
2020-04-10,297,Trafford
2020-04-10,290,Islington
2020-04-10,285,Medway
2020-04-10,284,Oldham
2020-04-10,284,Solihull
2020-04-10,279,Rotherham
2020-04-10,279,Barking and Dagenham
2020-04-10,278,Cheshire East
2020-04-10,278,Kirklees
2020-04-10,276,Nottingham
2020-04-10,276,North Tyneside
2020-04-10,269,"Bristol, City of"
2020-04-10,267,Barnsley
2020-04-10,259,Cornwall and Isles of Scilly
2020-04-10,253,Wigan
2020-04-10,249,Luton
2020-04-10,249,Bolton
2020-04-10,247,Gateshead
2020-04-10,247,Richmond upon Thames
2020-04-10,245,Knowsley
2020-04-10,245,Wakefield
2020-04-10,244,Kingston upon Thames
2020-04-10,241,Warrington
2020-04-10,239,Milton Keynes
2020-04-10,235,Middlesbrough
2020-04-10,227,Tameside
2020-04-10,222,Rochdale
2020-04-10,212,Southampton
2020-04-10,210,Wiltshire
2020-04-10,206,Central Bedfordshire
2020-04-10,205,Shropshire
2020-04-10,198,Bury
2020-04-10,196,Slough
2020-04-10,191,South Gloucestershire
2020-04-10,183,Doncaster
2020-04-10,182,Brighton and Hove
2020-04-10,180,Southend on Sea
2020-04-10,174,East Riding of Yorkshire
2020-04-10,173,Stockton on Tees
2020-04-10,168,Somerset
2020-04-10,164,"Bournemouth, Christchurch and Poole"
2020-04-10,159,Halton
2020-04-10,159,Dorset
2020-04-10,158,Bedford
2020-04-10,157,Stoke on Trent
2020-04-10,155,Thurrock
2020-04-10,151,Portsmouth
2020-04-10,142,Wokingham
2020-04-10,141,Reading
2020-04-10,139,Redcar and Cleveland
2020-04-10,132,West Berkshire
2020-04-10,126,Windsor and Maidenhead
2020-04-10,125,Swindon
2020-04-10,123,South Tyneside
2020-04-10,122,Calderdale
2020-04-10,119,Plymouth
2020-04-10,118,Telford and Wrekin
2020-04-10,111,York
2020-04-10,109,Darlington
2020-04-10,108,Blackpool
2020-04-10,106,Blackburn with Darwen
2020-04-10,100,North Somerset
2020-04-10,99,Peterborough
2020-04-10,97,Bath and North East Somerset
2020-04-10,90,Bracknell Forest
2020-04-10,86,"Herefordshire, County of"
2020-04-10,85,"Kingston upon Hull, City of"
2020-04-10,77,North Lincolnshire
2020-04-10,74,Torbay
2020-04-10,64,Hartlepool
2020-04-10,61,North East Lincolnshire
2020-04-10,41,Isle of Wight
2020-04-10,9,Rutland
2020-04-11,1712,Birmingham
2020-04-11,1518,Hampshire
2020-04-11,1374,Kent
2020-04-11,1331,Essex
2020-04-11,1314,Lancashire
2020-04-11,1310,Surrey
2020-04-11,1267,Hertfordshire
2020-04-11,1137,Sheffield
2020-04-11,1109,Cumbria
2020-04-11,958,Brent
2020-04-11,893,Croydon
2020-04-11,871,Barnet
2020-04-11,867,Southwark
2020-04-11,829,Lambeth
2020-04-11,829,Staffordshire
2020-04-11,765,Liverpool
2020-04-11,730,Oxfordshire
2020-04-11,702,Newham
2020-04-11,697,Bromley
2020-04-11,669,Wandsworth
2020-04-11,663,Lewisham
2020-04-11,660,Ealing
2020-04-11,656,Northamptonshire
2020-04-11,653,Derbyshire
2020-04-11,612,Nottinghamshire
2020-04-11,610,Harrow
2020-04-11,556,Manchester
2020-04-11,554,Warwickshire
2020-04-11,549,Gloucestershire
2020-04-11,548,Worcestershire
2020-04-11,544,Leeds
2020-04-11,539,Norfolk
2020-04-11,519,County Durham
2020-04-11,518,Newcastle upon Tyne
2020-04-11,491,Sandwell
2020-04-11,488,Waltham Forest
2020-04-11,478,Walsall
2020-04-11,475,Hackney and City of London
2020-04-11,469,Leicestershire
2020-04-11,465,Hillingdon
2020-04-11,465,Redbridge
2020-04-11,459,Enfield
2020-04-11,454,Westminster
2020-04-11,453,Merton
2020-04-11,452,Tower Hamlets
2020-04-11,443,Greenwich
2020-04-11,439,Hounslow
2020-04-11,437,Wirral
2020-04-11,421,Buckinghamshire
2020-04-11,412,Lincolnshire
2020-04-11,410,Wolverhampton
2020-04-11,410,North Yorkshire
2020-04-11,404,Sefton
2020-04-11,403,Dudley
2020-04-11,398,Havering
2020-04-11,395,Suffolk
2020-04-11,388,Stockport
2020-04-11,388,Camden
2020-04-11,386,Bexley
2020-04-11,382,Sutton
2020-04-11,373,West Sussex
2020-04-11,364,Haringey
2020-04-11,359,Bradford
2020-04-11,357,Coventry
2020-04-11,356,Sunderland
2020-04-11,351,Hammersmith and Fulham
2020-04-11,344,Northumberland
2020-04-11,342,Cheshire West and Chester
2020-04-11,340,Cambridgeshire
2020-04-11,332,Kensington and Chelsea
2020-04-11,331,Leicester
2020-04-11,330,St Helens
2020-04-11,326,Trafford
2020-04-11,324,Devon
2020-04-11,321,Derby
2020-04-11,321,Salford
2020-04-11,321,Rotherham
2020-04-11,317,Medway
2020-04-11,316,Cheshire East
2020-04-11,316,East Sussex
2020-04-11,302,Solihull
2020-04-11,300,Islington
2020-04-11,297,Barnsley
2020-04-11,296,Oldham
2020-04-11,295,Kirklees
2020-04-11,291,"Bristol, City of"
2020-04-11,291,Barking and Dagenham
2020-04-11,290,Luton
2020-04-11,287,Nottingham
2020-04-11,284,North Tyneside
2020-04-11,274,Cornwall and Isles of Scilly
2020-04-11,274,Wakefield
2020-04-11,272,Bolton
2020-04-11,266,Wigan
2020-04-11,263,Milton Keynes
2020-04-11,260,Kingston upon Thames
2020-04-11,259,Warrington
2020-04-11,257,Richmond upon Thames
2020-04-11,253,Gateshead
2020-04-11,248,Knowsley
2020-04-11,241,Tameside
2020-04-11,240,Rochdale
2020-04-11,237,Middlesbrough
2020-04-11,227,Shropshire
2020-04-11,227,Central Bedfordshire
2020-04-11,221,Southampton
2020-04-11,213,Wiltshire
2020-04-11,207,Slough
2020-04-11,207,Bury
2020-04-11,199,South Gloucestershire
2020-04-11,199,Brighton and Hove
2020-04-11,194,Southend on Sea
2020-04-11,192,Doncaster
2020-04-11,187,East Riding of Yorkshire
2020-04-11,184,"Bournemouth, Christchurch and Poole"
2020-04-11,181,Stoke on Trent
2020-04-11,177,Stockton on Tees
2020-04-11,177,Somerset
2020-04-11,174,Bedford
2020-04-11,174,Dorset
2020-04-11,172,Thurrock
2020-04-11,164,Halton
2020-04-11,159,Reading
2020-04-11,156,Wokingham
2020-04-11,155,Portsmouth
2020-04-11,144,Swindon
2020-04-11,143,West Berkshire
2020-04-11,140,Redcar and Cleveland
2020-04-11,135,Calderdale
2020-04-11,133,Windsor and Maidenhead
2020-04-11,132,Plymouth
2020-04-11,124,Blackburn with Darwen
2020-04-11,123,South Tyneside
2020-04-11,122,Telford and Wrekin
2020-04-11,120,Darlington
2020-04-11,119,Blackpool
2020-04-11,119,York
2020-04-11,106,North Somerset
2020-04-11,105,Bath and North East Somerset
2020-04-11,103,Bracknell Forest
2020-04-11,101,Peterborough
2020-04-11,97,"Kingston upon Hull, City of"
2020-04-11,93,"Herefordshire, County of"
2020-04-11,91,North Lincolnshire
2020-04-11,87,Torbay
2020-04-11,64,Hartlepool
2020-04-11,64,North East Lincolnshire
2020-04-11,45,Isle of Wight
2020-04-11,9,Rutland
2020-04-12,1774,Birmingham
2020-04-12,1573,Hampshire
2020-04-12,1490,Kent
2020-04-12,1453,Lancashire
2020-04-12,1418,Essex
2020-04-12,1344,Hertfordshire
2020-04-12,1334,Surrey
2020-04-12,1201,Sheffield
2020-04-12,1165,Cumbria
2020-04-12,987,Brent
2020-04-12,937,Croydon
2020-04-12,913,Barnet
2020-04-12,895,Southwark
2020-04-12,876,Staffordshire
2020-04-12,849,Liverpool
2020-04-12,848,Lambeth
2020-04-12,784,Oxfordshire
2020-04-12,736,Newham
2020-04-12,724,Bromley
2020-04-12,696,Derbyshire
2020-04-12,690,Wandsworth
2020-04-12,689,Ealing
2020-04-12,688,Northamptonshire
2020-04-12,674,Lewisham
2020-04-12,635,Nottinghamshire
2020-04-12,633,Harrow
2020-04-12,628,Leeds
2020-04-12,611,Manchester
2020-04-12,598,Gloucestershire
2020-04-12,595,Norfolk
2020-04-12,578,Worcestershire
2020-04-12,573,Warwickshire
2020-04-12,566,County Durham
2020-04-12,536,Newcastle upon Tyne
2020-04-12,518,Waltham Forest
2020-04-12,507,Leicestershire
2020-04-12,503,Sandwell
2020-04-12,498,Enfield
2020-04-12,498,Hackney and City of London
2020-04-12,493,Redbridge
2020-04-12,489,Wirral
2020-04-12,487,Hillingdon
2020-04-12,481,Walsall
2020-04-12,473,Tower Hamlets
2020-04-12,473,Westminster
2020-04-12,471,Merton
2020-04-12,460,Greenwich
2020-04-12,460,Hounslow
2020-04-12,454,Buckinghamshire
2020-04-12,453,Sefton
2020-04-12,436,North Yorkshire
2020-04-12,431,Wolverhampton
2020-04-12,429,Stockport
2020-04-12,424,Havering
2020-04-12,422,Suffolk
2020-04-12,414,Camden
2020-04-12,413,Sutton
2020-04-12,413,Lincolnshire
2020-04-12,411,Dudley
2020-04-12,402,Bexley
2020-04-12,387,West Sussex
2020-04-12,383,Cheshire West and Chester
2020-04-12,380,Haringey
2020-04-12,377,Bradford
2020-04-12,370,Coventry
2020-04-12,370,Hammersmith and Fulham
2020-04-12,368,Cheshire East
2020-04-12,365,Sunderland
2020-04-12,363,Leicester
2020-04-12,363,Northumberland
2020-04-12,361,St Helens
2020-04-12,357,Cambridgeshire
2020-04-12,355,Devon
2020-04-12,352,Kensington and Chelsea
2020-04-12,343,Derby
2020-04-12,342,Trafford
2020-04-12,338,Medway
2020-04-12,338,Rotherham
2020-04-12,335,East Sussex
2020-04-12,327,Salford
2020-04-12,321,Bolton
2020-04-12,318,Kirklees
2020-04-12,316,Islington
